Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Region_Code,Model_Code,Source_Type_Code
2024,11,Middle East,Model S,10466.0,10713.0,86143.79,82,483,758.26,Estimated (Region),8191,2,2,0
2016,6,Europe,Model 3,7425.0,8516.0,92131.71,75,434,483.37,Official (Quarter),11976,1,1,2
2024,3,Europe,Model Y,14419.0,16473.0,106394.58,120,682,1475.06,Official (Quarter),12464,1,4,2
2025,11,Asia,Cybertruck,15194.0,16944.0,106209.44,82,487,1109.92,Estimated (Region),14252,0,0,0
2021,8,North America,Model X,11564.0,13051.0,84648.8,120,667,1156.98,Interpolated (Month),11354,3,3,1
2016,8,Europe,Model S,7883.0,8117.0,89573.12,82,470,555.75,Interpolated (Month),14664,1,2,1
2022,5,North America,Model X,11824.0,13043.0,94329.84,75,442,783.93,Estimated (Region),3537,3,3,0
2022,8,Europe,Model 3,8566.0,9022.0,105370.29,75,431,553.79,Estimated (Region),4534,1,1,0
2016,1,North America,Model Y,5366.0,5628.0,86239.82,60,332,267.23,Interpolated (Month),7207,3,4,1
2025,2,Asia,Model S,7214.0,7818.0,54063.24,75,438,473.96,Estimated (Region),3633,0,2,0
2018,11,Middle East,Model 3,8512.0,9694.0,61318.62,120,717,915.47,Interpolated (Month),5469,2,1,1
2024,6,Asia,Model X,16936.0,19459.0,59209.95,60,331,840.87,Estimated (Region),11332,0,3,0
2016,4,Asia,Model X,10534.0,11769.0,99612.13,82,452,714.21,Interpolated (Month),6637,0,3,1
2021,1,Middle East,Cybertruck,13269.0,13345.0,93502.51,60,353,702.59,Estimated (Region),9004,2,0,0
2025,9,Middle East,Model 3,10184.0,11005.0,104650.26,75,424,647.7,Interpolated (Month),8782,2,1,1
2025,3,Middle East,Model Y,13821.0,13859.0,102897.72,82,461,955.72,Official (Quarter),6720,2,4,2
2020,7,Asia,Model X,9091.0,10357.0,90581.6,100,583,795.01,Interpolated (Month),13938,0,3,1
2019,1,Europe,Model Y,1688.0,1921.0,50840.21,120,693,175.47,Official (Quarter),11887,1,4,2
2021,1,Asia,Cybertruck,19968.0,20943.0,118851.81,60,350,1048.32,Interpolated (Month),3526,0,0,1
2017,10,North America,Model S,17816.0,19626.0,76118.58,82,489,1306.8,Interpolated (Month),5008,3,2,1
2018,11,Middle East,Model S,12365.0,12531.0,113757.84,60,330,612.07,Official (Quarter),8806,2,2,2
2016,7,Asia,Model S,16053.0,18456.0,115317.93,100,582,1401.43,Official (Quarter),8054,0,2,2
2017,5,Europe,Model 3,5633.0,6297.0,101411.08,120,683,577.1,Estimated (Region),3302,1,1,0
2019,4,North America,Cybertruck,7556.0,7991.0,74287.13,120,685,776.38,Interpolated (Month),12381,3,0,1
2018,6,North America,Cybertruck,11743.0,12765.0,115515.61,82,478,841.97,Official (Quarter),8775,3,0,2
2019,2,North America,Model X,13847.0,15194.0,112947.42,75,435,903.52,Official (Quarter),4575,3,3,2
2025,12,Europe,Cybertruck,9164.0,9356.0,90839.08,120,719,988.34,Official (Quarter),4155,1,0,2
2022,2,Asia,Model S,6882.0,7233.0,83359.76,120,677,698.87,Interpolated (Month),9179,0,2,1
2024,6,Asia,Cybertruck,13475.0,15431.0,109301.02,100,565,1142.01,Interpolated (Month),5354,0,0,1
2023,6,North America,Cybertruck,6650.0,7220.0,112601.2,75,430,428.92,Estimated (Region),14341,3,0,0
2018,5,Asia,Model Y,10308.0,10558.0,96067.16,60,359,555.09,Official (Quarter),8420,0,4,2
2020,12,Asia,Model S,12576.0,13358.0,72885.95,60,348,656.47,Estimated (Region),14165,0,2,0
2018,3,Middle East,Model Y,14733.0,16046.0,92220.51,75,438,967.96,Interpolated (Month),9904,2,4,1
2020,7,North America,Model S,13904.0,14572.0,56546.41,100,571,1190.88,Estimated (Region),4545,3,2,0
2022,1,Asia,Model 3,8808.0,8820.0,59803.14,75,424,560.19,Estimated (Region),9943,0,1,0
2025,7,Europe,Cybertruck,10000.0,11022.0,73732.0,75,433,649.5,Estimated (Region),8368,1,0,0
2019,5,Asia,Model X,11616.0,11801.0,104311.41,120,708,1233.62,Official (Quarter),12213,0,3,2
2023,6,North America,Model X,10493.0,11366.0,101972.03,100,560,881.41,Official (Quarter),7419,3,3,2
2019,3,Asia,Model Y,11054.0,12525.0,112575.35,100,566,938.48,Official (Quarter),10380,0,4,2
2020,11,North America,Model 3,10557.0,10823.0,103232.52,100,599,948.55,Interpolated (Month),14349,3,1,1
2022,12,Europe,Model S,8057.0,8633.0,110599.07,120,661,798.85,Interpolated (Month),10726,1,2,1
2024,2,Middle East,Model S,12160.0,12876.0,109600.71,75,446,813.5,Official (Quarter),9076,2,2,2
2023,2,Middle East,Model 3,5370.0,6158.0,56204.31,60,357,287.56,Official (Quarter),8762,2,1,2
2015,7,Europe,Model 3,10194.0,10821.0,118766.5,60,333,509.19,Interpolated (Month),7774,1,1,1
2018,9,Europe,Model X,4968.0,5607.0,59218.08,82,479,356.95,Interpolated (Month),11903,1,3,1
2024,1,North America,Model X,7363.0,7632.0,101030.94,82,468,516.88,Official (Quarter),14776,3,3,2
2020,8,Europe,Model X,6007.0,6335.0,80270.6,100,581,523.51,Official (Quarter),3893,1,3,2
2019,3,Europe,Model X,9014.0,9238.0,73291.06,100,596,805.85,Estimated (Region),7116,1,3,0
2016,6,Middle East,Model S,12345.0,13438.0,85585.24,60,338,625.89,Official (Quarter),9780,2,2,2
2019,3,North America,Model Y,9620.0,9719.0,88480.21,100,570,822.51,Estimated (Region),13532,3,4,0
2021,3,North America,Model Y,13823.0,15781.0,84245.14,75,425,881.22,Official (Quarter),14090,3,4,2
2017,11,North America,Model X,11928.0,12489.0,87661.59,120,710,1270.33,Official (Quarter),14873,3,3,2
2018,6,Europe,Model X,8387.0,9141.0,113168.23,60,341,429.0,Estimated (Region),5595,1,3,0
2021,11,Middle East,Model Y,17733.0,20082.0,84700.19,120,678,1609.9825,Official (Quarter),12043,2,4,2
2019,2,North America,Cybertruck,5243.0,5387.0,102951.58,82,470,369.63,Interpolated (Month),5709,3,0,1
2020,2,Asia,Model Y,10272.0,11269.0,117826.11,82,480,739.58,Estimated (Region),14095,0,4,0
2024,5,Europe,Model 3,8204.0,8500.0,86088.29,100,578,711.29,Official (Quarter),5659,1,1,2
2015,8,North America,Model S,10073.0,10423.0,112970.22,120,683,1031.98,Interpolated (Month),9522,3,2,1
2015,11,Middle East,Model X,7876.0,8191.0,111504.1,82,483,570.62,Official (Quarter),10901,2,3,2
2024,1,Asia,Model S,9189.0,10346.0,91317.74,75,419,577.53,Estimated (Region),9973,0,2,0
2022,9,Europe,Model 3,14414.0,16505.0,80705.88,82,467,1009.7,Interpolated (Month),13158,1,1,1
2024,10,Europe,Model 3,4158.0,4663.0,104154.57,75,417,260.08,Official (Quarter),8565,1,1,2
2024,9,Europe,Cybertruck,11125.0,11190.0,75427.23,120,696,1161.45,Interpolated (Month),4431,1,0,1
2024,4,Middle East,Model Y,7310.0,7929.0,67408.43,120,685,751.1,Official (Quarter),10608,2,4,2
2015,2,North America,Model X,7191.0,7436.0,79897.55,75,443,477.84,Estimated (Region),13328,3,3,0
2017,12,Asia,Model 3,15890.0,16945.0,68273.4,60,340,810.39,Interpolated (Month),13014,0,1,1
2019,10,Middle East,Model X,6086.0,6530.0,73383.19,60,333,304.0,Estimated (Region),5866,2,3,0
2025,2,North America,Model Y,8758.0,9309.0,92929.83,75,441,579.34,Estimated (Region),9548,3,4,0
2018,8,Asia,Model 3,4082.0,4522.0,70105.48,82,487,298.19,Official (Quarter),3590,0,1,2
2021,10,Europe,Model 3,6769.0,7697.0,56372.54,60,349,354.36,Interpolated (Month),7958,1,1,1
2015,1,Asia,Model S,9537.0,10093.0,68994.43,82,484,692.39,Official (Quarter),7281,0,2,2
2023,2,North America,Model X,7483.0,8068.0,62046.99,75,423,474.8,Interpolated (Month),6857,3,3,1
2025,5,Asia,Model X,8555.0,8640.0,88627.98,82,455,583.88,Estimated (Region),3268,0,3,0
2022,11,Europe,Model Y,12567.0,12749.0,92448.68,100,572,1078.25,Interpolated (Month),14261,1,4,1
2020,6,Middle East,Model S,2904.0,3018.0,53664.3,120,673,293.16,Interpolated (Month),12622,2,2,1
2018,2,Asia,Cybertruck,8796.0,9795.0,112857.53,82,454,599.01,Official (Quarter),7717,0,0,2
2017,8,Europe,Model 3,14385.0,15358.0,62840.95,82,486,1048.67,Interpolated (Month),13590,1,1,1
2023,1,Europe,Model 3,10952.0,11106.0,102799.76,120,661,1085.89,Official (Quarter),5992,1,1,2
2022,2,North America,Model Y,7779.0,8531.0,109603.91,82,475,554.25,Official (Quarter),13238,3,4,2
2015,7,Europe,Cybertruck,6089.0,6791.0,63093.06,120,679,620.16,Official (Quarter),8105,1,0,2
2018,7,North America,Model Y,15545.0,16327.0,62395.76,100,554,1291.79,Estimated (Region),14480,3,4,0
2016,5,North America,Model Y,12118.0,12916.0,57396.53,100,582,1057.9,Estimated (Region),5592,3,4,0
2023,7,North America,Model S,6998.0,7183.0,94380.05,60,340,356.9,Official (Quarter),13228,3,2,2
2021,9,Asia,Model X,4985.0,5637.0,99343.78,75,415,310.32,Estimated (Region),10801,0,3,0
2020,5,North America,Cybertruck,14336.0,15361.0,119619.5,100,583,1253.68,Official (Quarter),3888,3,0,2
2025,11,Asia,Model X,9950.0,10033.0,118440.65,100,589,879.08,Interpolated (Month),8881,0,3,1
2015,1,Asia,Cybertruck,11325.0,11887.0,54449.08,60,339,575.88,Estimated (Region),6902,0,0,0
2018,12,Europe,Model X,6229.0,6403.0,102455.86,60,346,323.29,Estimated (Region),5448,1,3,0
2015,11,Middle East,Model S,7076.0,7801.0,55329.16,82,485,514.78,Interpolated (Month),8941,2,2,1
2022,7,Asia,Cybertruck,10705.0,10825.0,82247.95,100,594,953.82,Estimated (Region),4133,0,0,0
2023,10,Europe,Model 3,8195.0,8564.0,87177.66,75,427,524.89,Official (Quarter),6286,1,1,2
2019,12,North America,Model X,12529.0,12922.0,55076.56,82,479,900.21,Estimated (Region),7830,3,3,0
2024,8,Middle East,Model Y,14108.0,14384.0,103388.03,82,453,958.64,Interpolated (Month),3151,2,4,1
2022,4,North America,Model 3,12255.0,13007.0,88092.61,120,692,1272.07,Estimated (Region),8965,3,1,0
2018,8,North America,Cybertruck,8810.0,9800.0,113912.9,75,433,572.21,Estimated (Region),5169,3,0,0
2017,2,Middle East,Model 3,10407.0,10950.0,76021.75,82,451,704.03,Official (Quarter),6597,2,1,2
2021,6,Europe,Model S,7341.0,7660.0,94023.36,100,555,611.14,Interpolated (Month),10859,1,2,1
2017,6,Middle East,Model X,7136.0,8154.0,108694.43,82,484,518.07,Interpolated (Month),12875,2,3,1
2015,10,Middle East,Model S,14212.0,16049.0,109118.46,100,565,1204.47,Official (Quarter),12946,2,2,2
2020,4,Middle East,Model X,15453.0,16331.0,71193.73,82,469,1087.12,Estimated (Region),12815,2,3,0
2016,3,Europe,Model Y,10416.0,10510.0,115410.52,82,465,726.52,Interpolated (Month),4217,1,4,1
2018,12,Asia,Model S,17422.0,18081.0,81270.85,120,667,1609.9825,Official (Quarter),5471,0,2,2
2025,5,Europe,Model 3,7889.0,8089.0,57441.41,60,357,422.46,Interpolated (Month),14971,1,1,1
2023,6,Asia,Cybertruck,10630.0,12173.0,83452.35,120,703,1120.93,Official (Quarter),7448,0,0,2
2025,6,Middle East,Model X,16710.0,16947.0,74279.99,82,452,1132.94,Estimated (Region),5236,2,3,0
2019,9,North America,Model S,3820.0,4316.0,96848.78,120,686,393.08,Interpolated (Month),8854,3,2,1
2022,11,Asia,Model 3,8418.0,8979.0,119965.36,60,355,448.26,Estimated (Region),13721,0,1,0
2017,4,Europe,Cybertruck,16044.0,16841.0,109852.11,60,336,808.62,Official (Quarter),3853,1,0,2
2015,8,Middle East,Model 3,13292.0,13982.0,74286.72,120,704,1403.64,Interpolated (Month),8426,2,1,1
2016,9,Middle East,Cybertruck,10761.0,11978.0,106343.47,120,661,1066.95,Interpolated (Month),14553,2,0,1
2018,11,North America,Model X,10138.0,11349.0,101762.85,100,582,885.05,Interpolated (Month),4869,3,3,1
2022,8,Asia,Model 3,15457.0,17551.0,57306.0,100,599,1388.81,Estimated (Region),13322,0,1,0
2016,12,Middle East,Model X,11142.0,11477.0,57648.49,75,444,742.06,Estimated (Region),8269,2,3,0
2022,6,Asia,Model X,8196.0,8771.0,54961.02,120,695,854.43,Estimated (Region),6172,0,3,0
2022,8,Middle East,Cybertruck,11575.0,12476.0,89388.21,100,597,1036.54,Official (Quarter),5346,2,0,2
2021,5,North America,Model Y,7656.0,8483.0,98109.81,120,665,763.69,Estimated (Region),14070,3,4,0
2021,2,Asia,Model 3,9838.0,11170.0,59780.44,82,454,669.97,Estimated (Region),8094,0,1,0
2017,4,Asia,Model Y,11278.0,11278.0,79159.61,100,576,974.42,Official (Quarter),3655,0,4,2
2020,1,North America,Model X,4111.0,4435.0,106615.96,120,681,419.94,Interpolated (Month),9291,3,3,1
2016,8,Asia,Model S,11746.0,12560.0,78823.59,120,699,1231.57,Official (Quarter),9545,0,2,2
2017,5,Middle East,Model Y,8560.0,9524.0,57096.1,100,563,722.89,Estimated (Region),6315,2,4,0
2025,3,Europe,Model X,10895.0,11081.0,55876.62,100,566,924.99,Official (Quarter),6730,1,3,2
2022,8,Asia,Model Y,10678.0,11302.0,101912.21,60,341,546.18,Estimated (Region),6963,0,4,0
2024,12,Middle East,Model X,6862.0,7366.0,52020.05,60,331,340.7,Official (Quarter),9455,2,3,2
2021,10,Middle East,Cybertruck,11296.0,11690.0,116526.58,100,597,1011.56,Estimated (Region),4172,2,0,0
2018,6,North America,Model S,6735.0,7306.0,113561.3,120,683,690.0,Interpolated (Month),6555,3,2,1
2025,7,Europe,Model X,15335.0,16038.0,82171.09,60,335,770.58,Estimated (Region),10636,1,3,0
2019,3,Europe,Model 3,8810.0,9203.0,104603.37,120,688,909.19,Estimated (Region),5729,1,1,0
2020,3,Europe,Model Y,9263.0,9727.0,86528.16,100,579,804.49,Interpolated (Month),3101,1,4,1
2022,8,Europe,Model S,5485.0,5710.0,88332.84,75,417,343.09,Official (Quarter),4607,1,2,2
2017,10,North America,Cybertruck,16216.0,18254.0,106196.77,100,598,1454.58,Interpolated (Month),9431,3,0,1
2024,10,North America,Model X,6997.0,7194.0,85034.64,75,442,463.9,Interpolated (Month),4801,3,3,1
2015,8,North America,Model X,4085.0,4170.0,105581.76,60,348,213.24,Estimated (Region),9401,3,3,0
2025,1,Asia,Model Y,7834.0,8611.0,88530.13,75,417,490.02,Interpolated (Month),4352,0,4,1
2023,6,Middle East,Model S,10779.0,11077.0,81015.32,75,418,675.84,Interpolated (Month),14784,2,2,1
2016,10,North America,Model 3,14343.0,15856.0,87848.89,82,454,976.76,Official (Quarter),5902,3,1,2
2021,12,North America,Model S,4600.0,4845.0,69887.29,100,558,385.02,Official (Quarter),11919,3,2,2
2018,4,Middle East,Cybertruck,48.0,50.0,71402.08,75,427,3.07,Interpolated (Month),11070,2,0,1
2023,9,Middle East,Model S,15520.0,17556.0,114685.45,100,583,1357.22,Interpolated (Month),14175,2,2,1
2017,7,Middle East,Model S,6325.0,7006.0,101268.07,60,345,327.32,Estimated (Region),4936,2,2,0
2020,6,Middle East,Model Y,4600.0,5244.0,53392.5,82,459,316.71,Official (Quarter),9790,2,4,2
2016,3,Middle East,Model S,8282.0,8565.0,64843.14,100,580,720.53,Interpolated (Month),7932,2,2,1
2016,9,North America,Model 3,8385.0,8938.0,93070.86,100,554,696.79,Interpolated (Month),13588,3,1,1
2015,5,Europe,Model Y,10896.0,11016.0,88769.8,82,490,800.86,Official (Quarter),9277,1,4,2
2024,1,Europe,Model S,15476.0,16004.0,63954.51,100,571,1325.52,Interpolated (Month),12065,1,2,1
2025,10,Middle East,Model Y,11160.0,11647.0,105604.66,60,344,575.86,Estimated (Region),3477,2,4,0
2015,7,Asia,Model 3,10192.0,10427.0,83679.81,120,691,1056.4,Estimated (Region),3621,0,1,0
2022,4,Asia,Cybertruck,10731.0,11587.0,68646.43,100,594,956.13,Estimated (Region),14128,0,0,0
2022,4,North America,Model X,9951.0,10203.0,58829.51,75,447,667.21,Estimated (Region),10259,3,3,0
2022,10,North America,Model S,9010.0,9866.0,103262.4,120,719,971.73,Official (Quarter),5165,3,2,2
2020,11,North America,Model X,11180.0,12361.0,81769.26,100,577,967.63,Interpolated (Month),13195,3,3,1
2024,1,Asia,Cybertruck,8253.0,8377.0,97159.82,100,550,680.87,Interpolated (Month),8703,0,0,1
2024,7,Asia,Model Y,13962.0,15770.0,72613.05,75,429,898.45,Estimated (Region),7980,0,4,0
2019,12,Europe,Model Y,7926.0,8613.0,113793.93,60,346,411.36,Interpolated (Month),5093,1,4,1
2018,1,North America,Cybertruck,5479.0,5576.0,118639.78,120,672,552.28,Official (Quarter),3806,3,0,2
2020,6,Asia,Cybertruck,6915.0,7153.0,63970.01,100,551,571.52,Estimated (Region),10720,0,0,0
2023,3,Asia,Model S,9433.0,10123.0,114919.6,60,345,488.16,Official (Quarter),8851,0,2,2
2016,2,Europe,Cybertruck,10207.0,10691.0,85506.44,60,331,506.78,Official (Quarter),4780,1,0,2
2023,4,Europe,Model S,4669.0,4895.0,108706.0,82,455,318.66,Estimated (Region),13052,1,2,0
2024,2,Asia,Model S,4948.0,4979.0,91876.64,75,444,329.54,Estimated (Region),7578,0,2,0
2020,9,Asia,Model X,6195.0,6676.0,57882.65,60,358,332.67,Official (Quarter),5202,0,3,2
2025,3,Middle East,Model S,11610.0,12377.0,86361.69,120,697,1213.83,Official (Quarter),12608,2,2,2
2018,10,Middle East,Model X,6459.0,7254.0,88124.16,120,664,643.32,Interpolated (Month),14465,2,3,1
2022,7,Europe,Cybertruck,7998.0,9144.0,65031.46,82,472,566.26,Interpolated (Month),11832,1,0,1
2020,6,Middle East,Cybertruck,17072.0,18648.0,52769.03,60,342,875.79,Official (Quarter),10789,2,0,2
2025,9,North America,Model Y,6453.0,6570.0,115098.93,120,693,670.79,Estimated (Region),12556,3,4,0
2025,7,Asia,Model 3,10582.0,10871.0,71787.17,120,690,1095.24,Official (Quarter),13356,0,1,2
2017,6,Europe,Model X,6329.0,6475.0,116131.54,60,352,334.17,Estimated (Region),13595,1,3,0
2022,5,Middle East,Model 3,14152.0,15088.0,100153.34,75,426,904.31,Interpolated (Month),5535,2,1,1
2025,12,Asia,Model S,12747.0,12885.0,111312.0,75,432,826.01,Official (Quarter),7899,0,2,2
2016,7,Middle East,Model S,2926.0,3309.0,108935.35,120,671,294.5,Interpolated (Month),12631,2,2,1
2016,5,Asia,Model Y,12317.0,12498.0,84176.88,82,457,844.33,Interpolated (Month),6896,0,4,1
2023,4,Middle East,Model X,14231.0,15537.0,61658.19,75,432,922.17,Interpolated (Month),10081,2,3,1
2025,5,North America,Cybertruck,6900.0,7400.0,99130.37,75,421,435.73,Estimated (Region),3049,3,0,0
2021,9,North America,Cybertruck,11529.0,11639.0,110370.39,120,717,1239.94,Interpolated (Month),5960,3,0,1
2019,8,Middle East,Model Y,8185.0,9083.0,66311.33,120,708,869.25,Interpolated (Month),10061,2,4,1
2023,4,Asia,Cybertruck,7925.0,8275.0,53501.32,100,574,682.34,Interpolated (Month),7265,0,0,1
2021,1,North America,Model X,12743.0,13026.0,102241.97,120,660,1261.56,Interpolated (Month),5023,3,3,1
2022,3,Europe,Cybertruck,6899.0,7132.0,92851.11,60,342,353.92,Estimated (Region),3852,1,0,0
2018,10,Asia,Model S,6098.0,6104.0,78243.67,60,337,308.25,Estimated (Region),12826,0,2,0
2018,3,Middle East,Model 3,6190.0,6900.0,67711.84,60,355,329.62,Official (Quarter),4234,2,1,2
2023,8,Middle East,Model X,9332.0,10184.0,69243.58,100,585,818.88,Official (Quarter),10138,2,3,2
2016,5,Europe,Model Y,215.0,219.0,112062.3,60,343,11.06,Official (Quarter),5335,1,4,2
2024,4,North America,Model 3,14808.0,15555.0,60113.3,60,336,746.32,Official (Quarter),13865,3,1,2
2020,8,North America,Model X,9309.0,10327.0,51423.88,60,336,469.17,Official (Quarter),8844,3,3,2
2016,5,North America,Model S,15560.0,15968.0,85179.63,75,427,996.62,Interpolated (Month),4756,3,2,1
2021,9,Middle East,Cybertruck,11865.0,12433.0,67654.17,120,717,1276.08,Estimated (Region),14079,2,0,0
2021,12,Europe,Model S,11799.0,12206.0,72929.64,82,459,812.36,Official (Quarter),8902,1,2,2
2023,12,Asia,Model Y,10707.0,12224.0,104572.6,100,580,931.51,Official (Quarter),8459,0,4,2
2015,1,Asia,Model X,7292.0,7298.0,107082.3,120,702,767.85,Estimated (Region),11748,0,3,0
2018,9,Middle East,Model X,10157.0,10828.0,111594.02,60,345,525.62,Interpolated (Month),9093,2,3,1
2015,9,Asia,Model 3,8761.0,8999.0,90812.91,75,428,562.46,Estimated (Region),13712,0,1,0
2021,12,Asia,Model Y,7131.0,7266.0,83363.43,82,482,515.57,Official (Quarter),6099,0,4,2
2016,2,North America,Model S,12174.0,12987.0,86037.21,120,681,1243.57,Estimated (Region),10115,3,2,0
2024,9,Asia,Cybertruck,9927.0,10308.0,112386.06,82,471,701.34,Interpolated (Month),10190,0,0,1
2017,11,Europe,Cybertruck,5328.0,5502.0,62798.64,60,354,282.92,Estimated (Region),6428,1,0,0
2018,10,North America,Model 3,735.0,800.0,119701.41,82,468,51.6,Official (Quarter),14048,3,1,2
2025,1,North America,Model Y,6916.0,7192.0,92230.41,75,437,453.34,Official (Quarter),10860,3,4,2
2016,1,Middle East,Model Y,7497.0,8301.0,113632.28,75,419,471.19,Official (Quarter),5850,2,4,2
2018,7,North America,Cybertruck,16120.0,16882.0,77520.3,82,460,1112.28,Interpolated (Month),4163,3,0,1
2025,2,Middle East,Model 3,6578.0,6925.0,62147.58,60,341,336.46,Official (Quarter),8010,2,1,2
2015,7,Middle East,Model Y,11159.0,11759.0,111404.04,82,467,781.69,Estimated (Region),12799,2,4,0
2021,7,Asia,Model Y,15698.0,15861.0,91225.52,100,576,1356.31,Estimated (Region),11906,0,4,0
2016,4,Middle East,Cybertruck,6406.0,6533.0,110341.01,100,596,572.7,Interpolated (Month),8844,2,0,1
2017,9,Asia,Model Y,9023.0,9446.0,95803.94,120,673,910.87,Official (Quarter),3172,0,4,2
2024,3,Asia,Model X,3163.0,3193.0,53494.57,82,455,215.87,Interpolated (Month),3856,0,3,1
2023,6,North America,Model Y,4167.0,4394.0,117160.77,82,469,293.15,Interpolated (Month),12061,3,4,1
2017,4,Middle East,Model Y,7609.0,8283.0,96271.0,75,415,473.66,Estimated (Region),9533,2,4,0
2015,7,Middle East,Cybertruck,18301.0,19506.0,76386.11,75,429,1177.67,Estimated (Region),6616,2,0,0
2015,6,Asia,Model X,7878.0,8087.0,56209.18,75,417,492.77,Official (Quarter),8529,0,3,2
2017,3,Asia,Model 3,12354.0,13672.0,118680.06,75,433,802.39,Official (Quarter),6114,0,1,2
2015,12,North America,Cybertruck,9618.0,10530.0,115241.97,60,333,480.42,Official (Quarter),14246,3,0,2
2018,1,North America,Model Y,15089.0,15113.0,107858.58,82,483,1093.2,Official (Quarter),4253,3,4,2
2025,7,Middle East,Model 3,8450.0,8776.0,76700.88,100,567,718.67,Official (Quarter),7468,2,1,2
